[DEBUG] 2025-05-01 18:09:09.587 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@2524efae
[DEBUG] 2025-05-01 18:09:09.588 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@aa46426
[DEBUG] 2025-05-01 18:09:09.588 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@aa46426
[DEBUG] 2025-05-01 18:09:09.589 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@603b30a2
[DEBUG] 2025-05-01 18:09:09.589 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@603b30a2
[DEBUG] 2025-05-01 18:09:09.590 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@6f77aebe
[DEBUG] 2025-05-01 18:09:09.590 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@6f77aebe
[DEBUG] 2025-05-01 18:09:09.591 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@41ae037e
[DEBUG] 2025-05-01 18:09:09.591 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@41ae037e
[DEBUG] 2025-05-01 18:09:09.592 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@7b8824fd
[DEBUG] 2025-05-01 18:09:09.592 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@7b8824fd
[DEBUG] 2025-05-01 18:09:09.592 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@238d5a95
